Year,Country of origin,Country of origin (ISO),Country of asylum,Country of asylum (ISO),Refugees under UNHCR's mandate,Asylum
2022,Jordan,JOR,Bulgaria,BGR,7,0
2022,Jordan,JOR,Canada,CAN,672,670
2022,Jordan,JOR,Cyprus,CYP,57,87
2022,Jordan,JOR,Denmark,DNK,6,13
2022,Jordan,JOR,Ethiopia,ETH,0,19
2022,Jordan,JOR,Finland,FIN,9,5
2022,Jordan,JOR,France,FRA,64,14
2022,Jordan,JOR,United Kingdom of Great Britain and Northern Ireland,GBR,121,117
2022,Jordan,JOR,Georgia,GEO,0,23
2022,Jordan,JOR,Germany,DEU,747,391
2022,Jordan,JOR,Greece,GRC,45,5
2022,Jordan,JOR,Hungary,HUN,5,0
2022,Jordan,JOR,Iceland,ISL,0,17
2022,Jordan,JOR,Ireland,IRL,18,28
2022,Jordan,JOR,Iraq,IRQ,0,5
2022,Jordan,JOR,Italy,ITA,9,8
2022,Jordan,JOR,Rep. of Korea,KOR,0,18
2022,Jordan,JOR,Kuwait,KWT,0,6
2022,Jordan,JOR,Lebanon,LBN,38,93
2022,Jordan,JOR,Rep. of Moldova,MDA,5,0
2022,Jordan,JOR,Mexico,MEX,0,5
2022,Jordan,JOR,Malaysia,MYS,5,0
2022,Jordan,JOR,Morocco,MAR,0,5
2022,Jordan,JOR,Malta,MLT,5,0
2022,Jordan,JOR,Netherlands (Kingdom of the),NLD,126,93
2022,Jordan,JOR,Norway,NOR,6,5
2022,Jordan,JOR,New Zealand,NZL,8,0
2022,Jordan,JOR,Peru,PER,0,5
2022,Jordan,JOR,Poland,POL,12,0
2022,Jordan,JOR,Portugal,PRT,18,0
2022,Jordan,JOR,Romania,ROU,12,0
2022,Jordan,JOR,South Africa,ZAF,5,7
2022,Jordan,JOR,Somalia,SOM,0,5
2022,Jordan,JOR,Spain,ESP,25,20
2022,Jordan,JOR,Serbia and Kosovo: S/RES/1244 (1999),SRB,0,8
2022,Jordan,JOR,Sweden,SWE,291,111
2022,Jordan,JOR,Switzerland,CHE,66,7
2022,Jordan,JOR,Syrian Arab Rep.,SYR,17,10
2022,Jordan,JOR,United Arab Emirates,ARE,7,0
2022,Jordan,JOR,United States of America,USA,695,3348
2022,Jordan,JOR,Yemen,YEM,14,12
2022,Japan,JPN,Australia,AUS,10,23
2022,Japan,JPN,Belgium,BEL,0,5
2022,Japan,JPN,Brazil,BRA,0,5
2022,Japan,JPN,Canada,CAN,5,6
2022,Japan,JPN,United Kingdom of Great Britain and Northern Ireland,GBR,0,9
2022,Japan,JPN,Germany,DEU,37,5
2022,Japan,JPN,Poland,POL,5,0
2022,Japan,JPN,United States of America,USA,7,99
2022,Kazakhstan,KAZ,Argentina,ARG,18,24
2022,Kazakhstan,KAZ,Australia,AUS,5,0
2022,Kazakhstan,KAZ,Austria,AUT,108,18
2022,Kazakhstan,KAZ,Belgium,BEL,55,50
2022,Kazakhstan,KAZ,Brazil,BRA,0,11
2022,Kazakhstan,KAZ,Bulgaria,BGR,5,0
2022,Kazakhstan,KAZ,Canada,CAN,52,29
2022,Kazakhstan,KAZ,Costa Rica,CRI,0,5
2022,Kazakhstan,KAZ,Cyprus,CYP,5,0
2022,Kazakhstan,KAZ,Czechia,CZE,52,14
2022,Kazakhstan,KAZ,Estonia,EST,5,0
2022,Kazakhstan,KAZ,Finland,FIN,14,5
2022,Kazakhstan,KAZ,France,FRA,1088,103
2022,Kazakhstan,KAZ,United Kingdom of Great Britain and Northern Ireland,GBR,50,155
2022,Kazakhstan,KAZ,Georgia,GEO,0,6
2022,Kazakhstan,KAZ,Germany,DEU,350,157
2022,Kazakhstan,KAZ,Greece,GRC,5,0
2022,Kazakhstan,KAZ,Croatia,HRV,11,0
2022,Kazakhstan,KAZ,Iceland,ISL,5,0
2022,Kazakhstan,KAZ,Ireland,IRL,11,5
2022,Kazakhstan,KAZ,Iraq,IRQ,0,5
2022,Kazakhstan,KAZ,Israel,ISR,0,96
2022,Kazakhstan,KAZ,Italy,ITA,6,9
2022,Kazakhstan,KAZ,Rep. of Korea,KOR,0,2196
2022,Kazakhstan,KAZ,Lithuania,LTU,7,5
2022,Kazakhstan,KAZ,Latvia,LVA,7,0
2022,Kazakhstan,KAZ,Rep. of Moldova,MDA,35,0
2022,Kazakhstan,KAZ,Mexico,MEX,0,62
2022,Kazakhstan,KAZ,Netherlands (Kingdom of the),NLD,68,39
2022,Kazakhstan,KAZ,Norway,NOR,12,5
2022,Kazakhstan,KAZ,Poland,POL,104,18
2022,Kazakhstan,KAZ,Portugal,PRT,14,0
2022,Kazakhstan,KAZ,Romania,ROU,6,0
2022,Kazakhstan,KAZ,Russian Federation,RUS,41,7
2022,Kazakhstan,KAZ,Spain,ESP,54,50
2022,Kazakhstan,KAZ,Slovakia,SVK,11,0
2022,Kazakhstan,KAZ,Slovenia,SVN,21,0
2022,Kazakhstan,KAZ,Sweden,SWE,207,106
2022,Kazakhstan,KAZ,Switzerland,CHE,29,12
2022,Kazakhstan,KAZ,Ukraine,UKR,8,14
2022,Kazakhstan,KAZ,United States of America,USA,1191,4976
2022,Kenya,KEN,Egypt,EGY,12,6
2022,Kenya,KEN,Australia,AUS,117,355
2022,Kenya,KEN,Austria,AUT,17,8
2022,Kenya,KEN,Belgium,BEL,15,15
2022,Kenya,KEN,Brazil,BRA,11,54
2022,Kenya,KEN,Canada,CAN,483,401
2022,Kenya,KEN,China,CHN,0,11
2022,Kenya,KEN,Chile,CHL,5,0
2022,Kenya,KEN,Cyprus,CYP,0,8
2022,Kenya,KEN,Denmark,DNK,5,0
2022,Kenya,KEN,Ethiopia,ETH,4023,0
2022,Kenya,KEN,Finland,FIN,18,13
2022,Kenya,KEN,France,FRA,208,39
2022,Kenya,KEN,United Kingdom of Great Britain and Northern Ireland,GBR,337,390
2022,Kenya,KEN,Germany,DEU,160,474
2022,Kenya,KEN,Greece,GRC,31,6
2022,Kenya,KEN,Iceland,ISL,5,0
2022,Kenya,KEN,India,IND,0,34
2022,Kenya,KEN,Ireland,IRL,51,49
2022,Kenya,KEN,Israel,ISR,0,133
2022,Kenya,KEN,Italy,ITA,22,17
2022,Kenya,KEN,Jordan,JOR,5,5
2022,Kenya,KEN,Rep. of Korea,KOR,0,42
2022,Kenya,KEN,Lebanon,LBN,0,18
2022,Kenya,KEN,Mexico,MEX,0,5
2022,Kenya,KEN,Namibia,NAM,5,5
2022,Kenya,KEN,Netherlands (Kingdom of the),NLD,40,15
2022,Kenya,KEN,Norway,NOR,8,0
2022,Kenya,KEN,Philippines,PHL,0,5
2022,Kenya,KEN,Portugal,PRT,27,0
2022,Kenya,KEN,South Africa,ZAF,112,518
2022,Kenya,KEN,Spain,ESP,15,5
2022,Kenya,KEN,Sweden,SWE,82,21
2022,Kenya,KEN,Switzerland,CHE,37,9
2022,Kenya,KEN,United Rep. of Tanzania,TZA,0,6
2022,Kenya,KEN,Uganda,UGA,231,22
2022,Kenya,KEN,United States of America,USA,1518,7512
2022,Kenya,KEN,Zambia,ZMB,5,0
2022,Kenya,KEN,Zimbabwe,ZWE,0,8
2022,Kyrgyzstan,KGZ,Argentina,ARG,5,0
2022,Kyrgyzstan,KGZ,Australia,AUS,11,6
2022,Kyrgyzstan,KGZ,Austria,AUT,117,24
2022,Kyrgyzstan,KGZ,Belgium,BEL,87,45
2022,Kyrgyzstan,KGZ,Canada,CAN,8,6
2022,Kyrgyzstan,KGZ,Cyprus,CYP,5,0
2022,Kyrgyzstan,KGZ,Czechia,CZE,22,5
2022,Kyrgyzstan,KGZ,Denmark,DNK,5,0
2022,Kyrgyzstan,KGZ,Finland,FIN,17,5
2022,Kyrgyzstan,KGZ,France,FRA,534,26
2022,Kyrgyzstan,KGZ,United Kingdom of Great Britain and Northern Ireland,GBR,36,142
2022,Kyrgyzstan,KGZ,Georgia,GEO,0,5
2022,Kyrgyzstan,KGZ,Germany,DEU,427,113
2022,Kyrgyzstan,KGZ,Greece,GRC,0,5
2022,Kyrgyzstan,KGZ,Iraq,IRQ,0,15
2022,Kyrgyzstan,KGZ,Israel,ISR,0,32
2022,Kyrgyzstan,KGZ,Italy,ITA,9,66
2022,Kyrgyzstan,KGZ,Rep. of Korea,KOR,0,233
2022,Kyrgyzstan,KGZ,Lithuania,LTU,5,0
2022,Kyrgyzstan,KGZ,Luxembourg,LUX,5,0
2022,Kyrgyzstan,KGZ,Latvia,LVA,5,0
2022,Kyrgyzstan,KGZ,Rep. of Moldova,MDA,30,5
2022,Kyrgyzstan,KGZ,Mexico,MEX,8,27
2022,Kyrgyzstan,KGZ,Netherlands (Kingdom of the),NLD,31,12
2022,Kyrgyzstan,KGZ,Norway,NOR,15,5
2022,Kyrgyzstan,KGZ,Poland,POL,55,17
2022,Kyrgyzstan,KGZ,Russian Federation,RUS,33,5
2022,Kyrgyzstan,KGZ,Spain,ESP,13,20
2022,Kyrgyzstan,KGZ,Slovakia,SVK,5,0
2022,Kyrgyzstan,KGZ,Sweden,SWE,154,65
2022,Kyrgyzstan,KGZ,Switzerland,CHE,21,16
2022,Kyrgyzstan,KGZ,Ukraine,UKR,17,16
2022,Kyrgyzstan,KGZ,United States of America,USA,1607,3496
2022,Kiribati,KIR,Australia,AUS,0,25
2022,Kiribati,KIR,New Zealand,NZL,0,5
2022,Rep. of Korea,KOR,Australia,AUS,22,360
2022,Rep. of Korea,KOR,Brazil,BRA,0,254
2022,Rep. of Korea,KOR,Canada,CAN,19,17
2022,Rep. of Korea,KOR,Chile,CHL,0,5
2022,Rep. of Korea,KOR,United Kingdom of Great Britain and Northern Ireland,GBR,5,11
2022,Rep. of Korea,KOR,Germany,DEU,37,5
2022,Rep. of Korea,KOR,Mexico,MEX,0,5
2022,Rep. of Korea,KOR,Norway,NOR,5,0
2022,Rep. of Korea,KOR,Poland,POL,5,0
2022,Rep. of Korea,KOR,Russian Federation,RUS,5,0
2022,Rep. of Korea,KOR,Spain,ESP,0,5
2022,Rep. of Korea,KOR,Sweden,SWE,8,5
2022,Rep. of Korea,KOR,Switzerland,CHE,0,5
2022,Rep. of Korea,KOR,United States of America,USA,21,208
2022,Dem. People's Rep. of Korea,PRK,Australia,AUS,0,9
2022,Dem. People's Rep. of Korea,PRK,Belgium,BEL,28,5
2022,Dem. People's Rep. of Korea,PRK,Canada,CAN,33,16
2022,Dem. People's Rep. of Korea,PRK,United Kingdom of Great Britain and Northern Ireland,GBR,35,14
2022,Dem. People's Rep. of Korea,PRK,Germany,DEU,91,5
2022,Dem. People's Rep. of Korea,PRK,Ireland,IRL,8,5
2022,Dem. People's Rep. of Korea,PRK,Israel,ISR,5,0
2022,Dem. People's Rep. of Korea,PRK,Luxembourg,LUX,11,0
2022,Dem. People's Rep. of Korea,PRK,Netherlands (Kingdom of the),NLD,5,5
2022,Dem. People's Rep. of Korea,PRK,Russian Federation,RUS,37,0
2022,Dem. People's Rep. of Korea,PRK,Sweden,SWE,0,5
2022,Dem. People's Rep. of Korea,PRK,United States of America,USA,7,63
2022,Kuwait,KWT,Australia,AUS,24,0
2022,Kuwait,KWT,Austria,AUT,9,5
2022,Kuwait,KWT,Belgium,BEL,6,5
2022,Kuwait,KWT,Brazil,BRA,0,6
2022,Kuwait,KWT,Canada,CAN,28,15
2022,Kuwait,KWT,France,FRA,660,47
2022,Kuwait,KWT,United Kingdom of Great Britain and Northern Ireland,GBR,750,1459
2022,Kuwait,KWT,Germany,DEU,53,90
2022,Kuwait,KWT,Greece,GRC,168,14
2022,Kuwait,KWT,Indonesia,IDN,5,0
2022,Kuwait,KWT,Ireland,IRL,44,18
2022,Kuwait,KWT,Iran (Islamic Rep. of),IRN,8,0
2022,Kuwait,KWT,Iraq,IRQ,0,341
2022,Kuwait,KWT,Lebanon,LBN,9,0
2022,Kuwait,KWT,Luxembourg,LUX,6,10
2022,Kuwait,KWT,Netherlands (Kingdom of the),NLD,5,8
2022,Kuwait,KWT,New Zealand,NZL,7,0
2022,Kuwait,KWT,Romania,ROU,5,0
2022,Kuwait,KWT,Spain,ESP,5,5
2022,Kuwait,KWT,Sweden,SWE,30,5
2022,Kuwait,KWT,United Arab Emirates,ARE,5,0
2022,Kuwait,KWT,United States of America,USA,152,870
2022,Lao People's Dem. Rep.,LAO,Australia,AUS,5,283
2022,Lao People's Dem. Rep.,LAO,Belgium,BEL,9,0
2022,Lao People's Dem. Rep.,LAO,France,FRA,6356,0
2022,Lao People's Dem. Rep.,LAO,United Kingdom of Great Britain and Northern Ireland,GBR,5,0
2022,Lao People's Dem. Rep.,LAO,Germany,DEU,43,0
2022,Lao People's Dem. Rep.,LAO,Poland,POL,5,0
2022,Lao People's Dem. Rep.,LAO,Switzerland,CHE,104,0
2022,Lao People's Dem. Rep.,LAO,Thailand,THA,6,5
2022,Lao People's Dem. Rep.,LAO,United States of America,USA,58,188
2022,Liberia,LBR,Algeria,DZA,0,114
2022,Liberia,LBR,Angola,AGO,163,476
2022,Liberia,LBR,Argentina,ARG,42,0
2022,Liberia,LBR,Australia,AUS,44,20
2022,Liberia,LBR,Austria,AUT,10,0
2022,Liberia,LBR,Belgium,BEL,16,40
2022,Liberia,LBR,Benin,BEN,0,5
2022,Liberia,LBR,Brazil,BRA,259,27
2022,Liberia,LBR,Canada,CAN,107,93
2022,Liberia,LBR,Central African Rep.,CAF,6,0
2022,Liberia,LBR,China,CHN,0,6
2022,Liberia,LBR,Cameroon,CMR,9,5
2022,Liberia,LBR,Dem. Rep. of the Congo,COD,5,0
2022,Liberia,LBR,Colombia,COL,5,0
2022,Liberia,LBR,Cyprus,CYP,6,363
2022,Liberia,LBR,Ecuador,ECU,6,0
2022,Liberia,LBR,Finland,FIN,5,0
2022,Liberia,LBR,France,FRA,367,42
2022,Liberia,LBR,Gambia,GMB,15,0
2022,Liberia,LBR,United Kingdom of Great Britain and Northern Ireland,GBR,26,32
2022,Liberia,LBR,Germany,DEU,146,259
2022,Liberia,LBR,Ghana,GHA,629,0
2022,Liberia,LBR,Guinea-Bissau,GNB,8,0
2022,Liberia,LBR,Greece,GRC,6,12
2022,Liberia,LBR,Guinea,GIN,328,20
2022,Liberia,LBR,Cote d'Ivoire,CIV,1079,7
2022,Liberia,LBR,India,IND,0,5
2022,Liberia,LBR,Indonesia,IDN,0,7
2022,Liberia,LBR,Ireland,IRL,7,5
2022,Liberia,LBR,Israel,ISR,0,5
2022,Liberia,LBR,Italy,ITA,342,48
2022,Liberia,LBR,Rep. of Korea,KOR,12,158
2022,Liberia,LBR,Libya,LBY,0,5
2022,Liberia,LBR,Luxembourg,LUX,5,0
2022,Liberia,LBR,Mauritania,MRT,7,23
2022,Liberia,LBR,Mexico,MEX,0,5
2022,Liberia,LBR,Malaysia,MYS,20,9
2022,Liberia,LBR,Morocco,MAR,0,43
2022,Liberia,LBR,Malta,MLT,6,5
2022,Liberia,LBR,Netherlands (Kingdom of the),NLD,35,9
2022,Liberia,LBR,Niger,NER,0,9
2022,Liberia,LBR,Nigeria,NGA,11,0
2022,Liberia,LBR,Norway,NOR,5,0
2022,Liberia,LBR,Panama,PAN,5,0
2022,Liberia,LBR,Philippines,PHL,5,9
2022,Liberia,LBR,Portugal,PRT,24,5
2022,Liberia,LBR,South Africa,ZAF,43,21
2022,Liberia,LBR,Saudi Arabia,SAU,9,0
2022,Liberia,LBR,Senegal,SEN,0,5
2022,Liberia,LBR,Spain,ESP,7,35
2022,Liberia,LBR,Slovakia,SVK,5,0
2022,Liberia,LBR,Sweden,SWE,11,0
2022,Liberia,LBR,Switzerland,CHE,37,0
2022,Liberia,LBR,Togo,TGO,0,6
2022,Liberia,LBR,Tunisia,TUN,0,67
2022,Liberia,LBR,United States of America,USA,1187,1088
2022,Liberia,LBR,Venezuela (Bolivarian Republic of),VEN,9,0
2022,Liberia,LBR,Zambia,ZMB,6,0
2022,Libya,LBY,Algeria,DZA,21,16
2022,Libya,LBY,Egypt,EGY,5,5
2022,Libya,LBY,Argentina,ARG,5,5
2022,Libya,LBY,Australia,AUS,1168,41
2022,Libya,LBY,Austria,AUT,150,71
2022,Libya,LBY,Azerbaijan,AZE,5,0
2022,Libya,LBY,Belgium,BEL,77,215
2022,Libya,LBY,Belarus,BLR,7,0
2022,Libya,LBY,Brazil,BRA,7,56
2022,Libya,LBY,Bulgaria,BGR,0,5
2022,Libya,LBY,Canada,CAN,376,143
2022,Libya,LBY,Chad,TCD,33,15
2022,Libya,LBY,Cyprus,CYP,12,0
2022,Libya,LBY,Czechia,CZE,24,0
2022,Libya,LBY,Denmark,DNK,0,5
2022,Libya,LBY,Finland,FIN,32,7
2022,Libya,LBY,France,FRA,2430,148
2022,Libya,LBY,United Kingdom of Great Britain and Northern Ireland,GBR,4683,1134
2022,Libya,LBY,Germany,DEU,2442,1161
2022,Libya,LBY,Ghana,GHA,7,6
2022,Libya,LBY,Greece,GRC,71,5
2022,Libya,LBY,Croatia,HRV,5,0
2022,Libya,LBY,Hungary,HUN,7,0
2022,Libya,LBY,Iceland,ISL,14,14
2022,Libya,LBY,India,IND,8,6
2022,Libya,LBY,Indonesia,IDN,10,5
2022,Libya,LBY,Ireland,IRL,202,14
2022,Libya,LBY,Italy,ITA,1204,241
2022,Libya,LBY,Jordan,JOR,48,105
2022,Libya,LBY,Rep. of Korea,KOR,17,77
2022,Libya,LBY,Lebanon,LBN,11,16
2022,Libya,LBY,Luxembourg,LUX,9,25
2022,Libya,LBY,Mauritania,MRT,8,5
2022,Libya,LBY,Rep. of Moldova,MDA,5,0
2022,Libya,LBY,Malaysia,MYS,14,16
2022,Libya,LBY,Morocco,MAR,51,8
2022,Libya,LBY,Malta,MLT,2859,132
2022,Libya,LBY,Netherlands (Kingdom of the),NLD,333,179
2022,Libya,LBY,Niger,NER,6,0
2022,Libya,LBY,Nigeria,NGA,5,5
2022,Libya,LBY,Norway,NOR,54,7
2022,Libya,LBY,New Zealand,NZL,20,0
2022,Libya,LBY,Philippines,PHL,0,5
2022,Libya,LBY,Poland,POL,30,0
2022,Libya,LBY,Portugal,PRT,33,0
2022,Libya,LBY,Romania,ROU,5,0
2022,Libya,LBY,Russian Federation,RUS,5,0
2022,Libya,LBY,Spain,ESP,172,35
2022,Libya,LBY,Serbia and Kosovo: S/RES/1244 (1999),SRB,47,0
2022,Libya,LBY,Slovakia,SVK,11,5
2022,Libya,LBY,Slovenia,SVN,0,5
2022,Libya,LBY,Sweden,SWE,245,40
2022,Libya,LBY,Switzerland,CHE,307,40
2022,Libya,LBY,Syrian Arab Rep.,SYR,10,5
2022,Libya,LBY,Tunisia,TUN,86,134
2022,Libya,LBY,Ukraine,UKR,10,0
2022,Libya,LBY,Uruguay,URY,5,0
2022,Libya,LBY,United States of America,USA,438,1914
2022,Libya,LBY,Venezuela (Bolivarian Republic of),VEN,5,0
2022,Saint Lucia,LCA,Canada,CAN,49,27
2022,Saint Lucia,LCA,France,FRA,10,8
2022,Saint Lucia,LCA,United Kingdom of Great Britain and Northern Ireland,GBR,30,64
2022,Saint Lucia,LCA,Mexico,MEX,0,5
2022,Saint Lucia,LCA,United States of America,USA,5,18
2022,Lebanon,LBN,Algeria,DZA,0,9
2022,Lebanon,LBN,Egypt,EGY,0,5
2022,Lebanon,LBN,Armenia,ARM,26,0
2022,Lebanon,LBN,Australia,AUS,483,1062
2022,Lebanon,LBN,Austria,AUT,127,146
2022,Lebanon,LBN,Belgium,BEL,139,195
2022,Lebanon,LBN,Belarus,BLR,5,0
2022,Lebanon,LBN,Brazil,BRA,413,1808
2022,Lebanon,LBN,Bulgaria,BGR,22,8
2022,Lebanon,LBN,Canada,CAN,689,879
2022,Lebanon,LBN,Costa Rica,CRI,0,5
2022,Lebanon,LBN,Cyprus,CYP,63,85
2022,Lebanon,LBN,Czechia,CZE,5,0
2022,Lebanon,LBN,Denmark,DNK,29,8
2022,Lebanon,LBN,Ecuador,ECU,19,12
2022,Lebanon,LBN,Ethiopia,ETH,0,18
2022,Lebanon,LBN,Finland,FIN,12,5
2022,Lebanon,LBN,France,FRA,399,128
2022,Lebanon,LBN,United Kingdom of Great Britain and Northern Ireland,GBR,233,208
2022,Lebanon,LBN,Georgia,GEO,11,35
2022,Lebanon,LBN,Germany,DEU,2401,2411
2022,Lebanon,LBN,Ghana,GHA,10,0
2022,Lebanon,LBN,Greece,GRC,104,57
2022,Lebanon,LBN,Hungary,HUN,5,0
2022,Lebanon,LBN,Iceland,ISL,0,5
2022,Lebanon,LBN,Cote d'Ivoire,CIV,5,0
2022,Lebanon,LBN,Ireland,IRL,10,22
2022,Lebanon,LBN,Iraq,IRQ,0,45
2022,Lebanon,LBN,Italy,ITA,6,130
2022,Lebanon,LBN,Jordan,JOR,5,95
2022,Lebanon,LBN,Luxembourg,LUX,8,10
2022,Lebanon,LBN,Latvia,LVA,5,0
2022,Lebanon,LBN,Mauritania,MRT,0,57
2022,Lebanon,LBN,Rep. of Moldova,MDA,12,5
2022,Lebanon,LBN,Mexico,MEX,0,19
2022,Lebanon,LBN,Malaysia,MYS,5,0
2022,Lebanon,LBN,Morocco,MAR,5,41
2022,Lebanon,LBN,Malta,MLT,0,5
2022,Lebanon,LBN,Netherlands (Kingdom of the),NLD,185,81
2022,Lebanon,LBN,Nigeria,NGA,13,49
2022,Lebanon,LBN,Norway,NOR,25,5
2022,Lebanon,LBN,Paraguay,PRY,0,6
2022,Lebanon,LBN,Philippines,PHL,5,17
2022,Lebanon,LBN,Poland,POL,25,11
2022,Lebanon,LBN,Portugal,PRT,16,0
2022,Lebanon,LBN,Romania,ROU,23,5
2022,Lebanon,LBN,Russian Federation,RUS,5,0
2022,Lebanon,LBN,Somalia,SOM,0,5
2022,Lebanon,LBN,Spain,ESP,38,25
2022,Lebanon,LBN,Sweden,SWE,518,233
2022,Lebanon,LBN,Switzerland,CHE,62,53
2022,Lebanon,LBN,Syrian Arab Rep.,SYR,25,18
2022,Lebanon,LBN,United Rep. of Tanzania,TZA,5,0
2022,Lebanon,LBN,Thailand,THA,0,5
2022,Lebanon,LBN,Togo,TGO,12,24
2022,Lebanon,LBN,Tunisia,TUN,6,17
2022,Lebanon,LBN,United Arab Emirates,ARE,16,10
2022,Lebanon,LBN,Ukraine,UKR,11,0
2022,Lebanon,LBN,United States of America,USA,417,2202
2022,Lebanon,LBN,Venezuela (Bolivarian Republic of),VEN,12,0
2022,Lebanon,LBN,Yemen,YEM,0,5
2022,Lesotho,LSO,Brazil,BRA,0,5
2022,Lesotho,LSO,Ireland,IRL,5,7
2022,Lesotho,LSO,Israel,ISR,0,7
2022,Lesotho,LSO,South Africa,ZAF,0,5
2022,Lesotho,LSO,United States of America,USA,7,0
2022,Liechtenstein,LIE,Italy,ITA,5,5
2022,Sri Lanka,LKA,Argentina,ARG,36,0
2022,Sri Lanka,LKA,Australia,AUS,3764,3546
2022,Sri Lanka,LKA,Austria,AUT,77,27
2022,Sri Lanka,LKA,Belgium,BEL,198,55
2022,Sri Lanka,LKA,Benin,BEN,5,5
2022,Sri Lanka,LKA,Brazil,BRA,19,59
2022,Sri Lanka,LKA,Canada,CAN,1471,1326
2022,Sri Lanka,LKA,Chile,CHL,5,0
2022,Sri Lanka,LKA,Cyprus,CYP,32,284
2022,Sri Lanka,LKA,Czechia,CZE,7,0
2022,Sri Lanka,LKA,Denmark,DNK,33,6
2022,Sri Lanka,LKA,Dominican Rep.,DOM,0,5
2022,Sri Lanka,LKA,Ecuador,ECU,18,5
2022,Sri Lanka,LKA,Estonia,EST,5,0
2022,Sri Lanka,LKA,Finland,FIN,30,69
2022,Sri Lanka,LKA,France,FRA,33721,1432
2022,Sri Lanka,LKA,United Kingdom of Great Britain and Northern Ireland,GBR,4159,2222
2022,Sri Lanka,LKA,Germany,DEU,3232,392
2022,Sri Lanka,LKA,Greece,GRC,55,20
2022,Sri Lanka,LKA,Guinea,GIN,10,0
2022,Sri Lanka,LKA,"China, Hong Kong SAR",HKG,21,0
2022,Sri Lanka,LKA,Hungary,HUN,11,0
2022,Sri Lanka,LKA,Iceland,ISL,5,0
2022,Sri Lanka,LKA,India,IND,92072,0
2022,Sri Lanka,LKA,Indonesia,IDN,402,33
2022,Sri Lanka,LKA,Ireland,IRL,18,10
2022,Sri Lanka,LKA,Israel,ISR,0,911
2022,Sri Lanka,LKA,Italy,ITA,349,454
2022,Sri Lanka,LKA,Jordan,JOR,9,0
2022,Sri Lanka,LKA,Japan,JPN,59,0
2022,Sri Lanka,LKA,Kenya,KEN,9,0
2022,Sri Lanka,LKA,Rep. of Korea,KOR,0,217
2022,Sri Lanka,LKA,Kuwait,KWT,0,6
2022,Sri Lanka,LKA,Lebanon,LBN,0,39
2022,Sri Lanka,LKA,Lithuania,LTU,10,5
2022,Sri Lanka,LKA,Luxembourg,LUX,5,0
2022,Sri Lanka,LKA,Latvia,LVA,5,5
2022,Sri Lanka,LKA,Mexico,MEX,20,33
2022,Sri Lanka,LKA,Malaysia,MYS,739,768
2022,Sri Lanka,LKA,Malta,MLT,7,5
2022,Sri Lanka,LKA,Nepal,NPL,15,6
2022,Sri Lanka,LKA,Netherlands (Kingdom of the),NLD,204,53
2022,Sri Lanka,LKA,Norway,NOR,42,5
2022,Sri Lanka,LKA,Nauru,NRU,11,0
2022,Sri Lanka,LKA,New Zealand,NZL,42,50
2022,Sri Lanka,LKA,Pakistan,PAK,0,11
2022,Sri Lanka,LKA,Panama,PAN,0,7
2022,Sri Lanka,LKA,Peru,PER,0,7
2022,Sri Lanka,LKA,Philippines,PHL,19,0
2022,Sri Lanka,LKA,Papua New Guinea,PNG,0,5
2022,Sri Lanka,LKA,Poland,POL,11,27
2022,Sri Lanka,LKA,Portugal,PRT,35,0
2022,Sri Lanka,LKA,Romania,ROU,5,53
2022,Sri Lanka,LKA,South Africa,ZAF,9,7
2022,Sri Lanka,LKA,Spain,ESP,42,20
2022,Sri Lanka,LKA,Slovakia,SVK,0,5
2022,Sri Lanka,LKA,Slovenia,SVN,0,5
2022,Sri Lanka,LKA,Sweden,SWE,26,32
2022,Sri Lanka,LKA,Switzerland,CHE,5944,500
2022,Sri Lanka,LKA,Syrian Arab Rep.,SYR,0,5
2022,Sri Lanka,LKA,Turks and Caicos Islands,TCA,7,0
2022,Sri Lanka,LKA,Thailand,THA,100,15
2022,Sri Lanka,LKA,Togo,TGO,0,5
2022,Sri Lanka,LKA,Trinidad and Tobago,TTO,5,0
2022,Sri Lanka,LKA,Ukraine,UKR,8,24
2022,Sri Lanka,LKA,United States of America,USA,939,2388
2022,Lithuania,LTU,Belgium,BEL,5,0
2022,Lithuania,LTU,Brazil,BRA,0,6
2022,Lithuania,LTU,Canada,CAN,0,10
2022,Lithuania,LTU,Denmark,DNK,0,5
2022,Lithuania,LTU,Finland,FIN,0,5
2022,Lithuania,LTU,United Kingdom of Great Britain and Northern Ireland,GBR,0,14
2022,Lithuania,LTU,Germany,DEU,18,0
2022,Lithuania,LTU,Rep. of Moldova,MDA,26,0
2022,Lithuania,LTU,Norway,NOR,5,0
2022,Lithuania,LTU,Russian Federation,RUS,8,0
2022,Lithuania,LTU,Sweden,SWE,0,7
2022,Lithuania,LTU,United States of America,USA,15,81
2022,Luxembourg,LUX,Germany,DEU,5,0
2022,Latvia,LVA,Belarus,BLR,0,13
2022,Latvia,LVA,Brazil,BRA,0,5
2022,Latvia,LVA,Canada,CAN,10,5
2022,Latvia,LVA,Costa Rica,CRI,0,5
2022,Latvia,LVA,France,FRA,38,0
2022,Latvia,LVA,United Kingdom of Great Britain and Northern Ireland,GBR,0,5
2022,Latvia,LVA,Germany,DEU,9,0
2022,Latvia,LVA,Rep. of Moldova,MDA,14,0
2022,Latvia,LVA,Russian Federation,RUS,15,0
2022,Latvia,LVA,Uruguay,URY,5,0
2022,Latvia,LVA,United States of America,USA,11,139
